locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBBINGLK_04218	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
MBBINGLK_04219	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
MBBINGLK_04220	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
MBBINGLK_04221	CDS	1299	dadA_2	1.4.99.-	COG0665	D-amino acid dehydrogenase
MBBINGLK_04222	CDS	1533				hypothetical protein
MBBINGLK_04223	CDS	126				hypothetical protein
MBBINGLK_04224	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
MBBINGLK_04225	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
MBBINGLK_04226	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
MBBINGLK_04227	CDS	1269	umuC_1		COG0389	Protein UmuC
MBBINGLK_04228	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
MBBINGLK_04229	CDS	447				hypothetical protein
MBBINGLK_04230	CDS	660	ycgM		COG0179	putative protein YcgM
MBBINGLK_04231	CDS	294	ycgL		COG3100	Protein YcgL
MBBINGLK_04232	CDS	402	pliG			Inhibitor of g-type lysozyme
MBBINGLK_04233	CDS	369				hypothetical protein
MBBINGLK_04234	CDS	696	minC		COG0850	Septum site-determining protein MinC
MBBINGLK_04235	CDS	813	minD		COG2894	Septum site-determining protein MinD
MBBINGLK_04236	CDS	267	minE		COG0851	Cell division topological specificity factor
MBBINGLK_04237	CDS	327				putative autotransporter
MBBINGLK_04238	CDS	174				hypothetical protein
MBBINGLK_04239	CDS	285				hypothetical protein
MBBINGLK_04240	CDS	330	ymgD			putative protein YmgD
MBBINGLK_04241	CDS	528				hypothetical protein
MBBINGLK_04242	CDS	312				hypothetical protein
MBBINGLK_04243	CDS	180				hypothetical protein
MBBINGLK_04244	CDS	681	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
MBBINGLK_04245	CDS	249	ymgC			putative protein YmgC
MBBINGLK_04246	CDS	267	ariR			putative two-component-system connector protein AriR
MBBINGLK_04247	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
MBBINGLK_04248	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
MBBINGLK_04249	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
MBBINGLK_04250	CDS	405	ydfO_2		COG5562	putative protein YdfO
MBBINGLK_04251	CDS	153	icd_2	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
MBBINGLK_04252	CDS	156				hypothetical protein
MBBINGLK_04253	CDS	759				hypothetical protein
MBBINGLK_04254	CDS	915			COG0803	putative periplasmic iron-binding protein
MBBINGLK_04255	CDS	828	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
MBBINGLK_04256	CDS	858	mntB_2			Manganese transport system membrane protein MntB
MBBINGLK_04257	CDS	858	mntB_3			Manganese transport system membrane protein MntB
MBBINGLK_04258	CDS	294				hypothetical protein
MBBINGLK_04259	CDS	279				hypothetical protein
MBBINGLK_04260	CDS	2061				hypothetical protein
MBBINGLK_04261	CDS	3483				hypothetical protein
MBBINGLK_04262	CDS	573				hypothetical protein
MBBINGLK_04263	CDS	744				hypothetical protein
MBBINGLK_04264	CDS	699				hypothetical protein
MBBINGLK_04265	CDS	330				hypothetical protein
MBBINGLK_04266	CDS	2562				hypothetical protein
MBBINGLK_04267	CDS	435				hypothetical protein
MBBINGLK_04268	CDS	423				hypothetical protein
MBBINGLK_04269	CDS	741				hypothetical protein
MBBINGLK_04270	CDS	396				hypothetical protein
MBBINGLK_04271	CDS	579				hypothetical protein
MBBINGLK_04272	CDS	354				hypothetical protein
MBBINGLK_04273	CDS	375				hypothetical protein
MBBINGLK_04274	CDS	1029				hypothetical protein
MBBINGLK_04275	CDS	348				hypothetical protein
MBBINGLK_04276	CDS	1506				hypothetical protein
MBBINGLK_04277	CDS	1593				hypothetical protein
MBBINGLK_04278	CDS	207				hypothetical protein
MBBINGLK_04279	rRNA	111				5S ribosomal RNA
MBBINGLK_04280	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
MBBINGLK_04281	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
MBBINGLK_04282	CDS	270	yihD		COG3084	Protein YihD
MBBINGLK_04283	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
MBBINGLK_04284	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
MBBINGLK_04285	CDS	1431	ydgA_2		COG5339	Protein YdgA
MBBINGLK_04286	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
MBBINGLK_04287	CDS	186				hypothetical protein
MBBINGLK_04288	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
MBBINGLK_04289	CDS	633	engB		COG0218	putative GTP-binding protein EngB
MBBINGLK_04290	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
MBBINGLK_04291	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
MBBINGLK_04292	CDS	111	yshB			putative protein YshB
MBBINGLK_04293	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
MBBINGLK_04294	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
MBBINGLK_04295	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
MBBINGLK_04296	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
MBBINGLK_04297	CDS	789	csqR		COG1349	HTH-type transcriptional repressor CsqR
MBBINGLK_04298	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
MBBINGLK_04299	CDS	879	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
MBBINGLK_04300	CDS	888	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
MBBINGLK_04301	CDS	1011	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
MBBINGLK_04302	CDS	1434	ygcS_3			Inner membrane metabolite transport protein YgcS
MBBINGLK_04303	CDS	1350	abaF_2			Fosfomycin resistance protein AbaF
MBBINGLK_04304	CDS	888	yphB_2		COG2017	putative protein YphB
MBBINGLK_04305	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
MBBINGLK_04306	CDS	873				hypothetical protein
MBBINGLK_04307	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
MBBINGLK_04308	CDS	942				hypothetical protein
MBBINGLK_04309	CDS	909	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
MBBINGLK_04310	CDS	312	higB-2		COG2026	Toxin HigB-2
MBBINGLK_04311	CDS	291				hypothetical protein
MBBINGLK_04312	CDS	213				hypothetical protein
MBBINGLK_04313	CDS	279				hypothetical protein
MBBINGLK_04314	CDS	219				hypothetical protein
MBBINGLK_04315	CDS	930	fdhE		COG3058	Protein FdhE
MBBINGLK_04316	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
MBBINGLK_04317	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
MBBINGLK_04318	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
MBBINGLK_04319	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
MBBINGLK_04320	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
MBBINGLK_04321	CDS	195				hypothetical protein
MBBINGLK_04322	CDS	381				hypothetical protein
MBBINGLK_04323	CDS	1395				hypothetical protein
MBBINGLK_04324	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
MBBINGLK_04325	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
MBBINGLK_04326	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
MBBINGLK_04327	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
MBBINGLK_04328	CDS	837	rhaS_4			HTH-type transcriptional activator RhaS
MBBINGLK_04329	CDS	939	rhaR_4			HTH-type transcriptional activator RhaR
MBBINGLK_04330	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
MBBINGLK_04331	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
MBBINGLK_04332	CDS	984	kdgT			2-keto-3-deoxygluconate permease
MBBINGLK_04333	CDS	675	yiiM		COG2258	Protein YiiM
MBBINGLK_04334	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
MBBINGLK_04335	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
MBBINGLK_04336	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
MBBINGLK_04337	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
MBBINGLK_04338	CDS	105				hypothetical protein
MBBINGLK_04339	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
MBBINGLK_04340	CDS	990	sbp		COG1613	Sulfate-binding protein
MBBINGLK_04341	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
MBBINGLK_04342	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
MBBINGLK_04343	CDS	600				hypothetical protein
MBBINGLK_04344	CDS	441				hypothetical protein
MBBINGLK_04345	CDS	300				hypothetical protein
MBBINGLK_04346	CDS	429	uspD		COG0589	Universal stress protein D
MBBINGLK_04347	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
MBBINGLK_04348	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
MBBINGLK_04349	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
MBBINGLK_04350	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
MBBINGLK_04351	CDS	240	zapB		COG3074	Cell division protein ZapB
MBBINGLK_04352	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
MBBINGLK_04353	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
MBBINGLK_04354	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
MBBINGLK_04355	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
MBBINGLK_04356	CDS	855	ftsN		COG3087	Cell division protein FtsN
MBBINGLK_04357	CDS	1026	cytR_2		COG1609	HTH-type transcriptional repressor CytR
MBBINGLK_04358	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
MBBINGLK_04359	CDS	213	rpmE		COG0254	50S ribosomal protein L31
MBBINGLK_04360	CDS	609				hypothetical protein
MBBINGLK_04361	CDS	318	metJ		COG3060	Met repressor
MBBINGLK_04362	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
MBBINGLK_04363	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
MBBINGLK_04364	CDS	861	tsx_2		COG3248	Nucleoside-specific channel-forming protein Tsx
MBBINGLK_04365	CDS	1620	mggB_1	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
MBBINGLK_04366	CDS	1551	mggB_2	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
MBBINGLK_04367	CDS	1125				hypothetical protein
MBBINGLK_04368	CDS	1554	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
MBBINGLK_04369	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
MBBINGLK_04370	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
MBBINGLK_04371	CDS	906	yijE			putative cystine transporter YijE
MBBINGLK_04372	CDS	618				hypothetical protein
MBBINGLK_04373	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
MBBINGLK_04374	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
MBBINGLK_04375	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
MBBINGLK_04376	CDS	1080	manP		COG1299	PTS system mannose-specific EIIBCA component
MBBINGLK_04377	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
MBBINGLK_04378	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
MBBINGLK_04379	CDS	879	cutD_3	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
MBBINGLK_04380	CDS	342	frwD_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
MBBINGLK_04381	CDS	852	rhaS_5			HTH-type transcriptional activator RhaS
MBBINGLK_04382	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
MBBINGLK_04383	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MBBINGLK_04384	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
MBBINGLK_04385	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
MBBINGLK_04386	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
MBBINGLK_04387	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
MBBINGLK_04388	CDS	1215	rspA_2		COG4948	Starvation-sensing protein RspA
MBBINGLK_04389	CDS	1284	lgoT_2			putative L-galactonate transporter
MBBINGLK_04390	CDS	918	oxyR_3			Hydrogen peroxide-inducible genes activator
MBBINGLK_04391	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
MBBINGLK_04392	CDS	1167	hipO	3.5.1.32	COG1473	Hippurate hydrolase
MBBINGLK_04393	CDS	1317	kgtP_2			Alpha-ketoglutarate permease
MBBINGLK_04394	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
MBBINGLK_04395	CDS	360	yijD			Inner membrane protein YijD
MBBINGLK_04396	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
MBBINGLK_04397	CDS	1845	btuB_2		COG4206	Vitamin B12 transporter BtuB
MBBINGLK_04398	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
MBBINGLK_04399	rRNA	111				5S ribosomal RNA
MBBINGLK_04400	tRNA	77				tRNA-Asp(gtc)
MBBINGLK_04401	tRNA	76				tRNA-Trp(cca)
MBBINGLK_04402	CDS	840	hdfR_2			HTH-type transcriptional regulator HdfR
MBBINGLK_04403	CDS	339				hypothetical protein
MBBINGLK_04404	CDS	1521	comM		COG0606	Competence protein ComM
MBBINGLK_04405	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
MBBINGLK_04406	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
MBBINGLK_04407	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
MBBINGLK_04408	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MBBINGLK_04409	CDS	1548	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
MBBINGLK_04410	CDS	960	hdfR_3			HTH-type transcriptional regulator HdfR
MBBINGLK_04411	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
MBBINGLK_04412	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
MBBINGLK_04413	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
MBBINGLK_04414	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
MBBINGLK_04415	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
MBBINGLK_04416	CDS	330	trxA		COG0526	Thioredoxin 1
MBBINGLK_04417	CDS	1260	rho_1	3.6.4.-	COG1158	Transcription termination factor Rho
MBBINGLK_04418	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
MBBINGLK_04419	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
MBBINGLK_04420	CDS	1131	wecB_2	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
MBBINGLK_04421	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
MBBINGLK_04422	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
MBBINGLK_04423	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
MBBINGLK_04424	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
MBBINGLK_04425	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
MBBINGLK_04426	CDS	1251	wzxE		COG2244	Lipid III flippase
MBBINGLK_04427	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
MBBINGLK_04428	CDS	1353	wzyE			putative ECA polymerase
MBBINGLK_04429	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
MBBINGLK_04430	CDS	1386	yifK		COG1113	putative transport protein YifK
MBBINGLK_04431	tRNA	77				tRNA-Arg(ccg)
MBBINGLK_04432	tRNA	76				tRNA-His(gtg)
MBBINGLK_04433	tRNA	87				tRNA-Leu(cag)
MBBINGLK_04434	tRNA	77				tRNA-Pro(tgg)
MBBINGLK_04435	CDS	1236	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
MBBINGLK_04436	CDS	1656		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
MBBINGLK_04437	CDS	1197	hemY		COG3071	Protein HemY
MBBINGLK_04438	CDS	1206	hemX		COG2959	Protein HemX
MBBINGLK_04439	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
MBBINGLK_04440	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
MBBINGLK_04441	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
MBBINGLK_04442	CDS	321	cyaY_1		COG1965	Iron-sulfur cluster assembly protein CyaY
MBBINGLK_04443	CDS	1317				hypothetical protein
MBBINGLK_04444	CDS	570				hypothetical protein
MBBINGLK_04445	CDS	816				hypothetical protein
MBBINGLK_04446	CDS	204				hypothetical protein
MBBINGLK_04447	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
MBBINGLK_04448	CDS	708				hypothetical protein
MBBINGLK_04449	CDS	897	xerC_2		COG4973	Tyrosine recombinase XerC
MBBINGLK_04450	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
MBBINGLK_04451	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
MBBINGLK_04452	CDS	903	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
MBBINGLK_04453	CDS	765				hypothetical protein
MBBINGLK_04454	CDS	951	corA		COG0598	Magnesium transport protein CorA
MBBINGLK_04455	CDS	498				hypothetical protein
MBBINGLK_04456	CDS	849				hypothetical protein
MBBINGLK_04457	CDS	891	rarD		COG2962	Protein RarD
MBBINGLK_04458	CDS	468				hypothetical protein
MBBINGLK_04459	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
MBBINGLK_04460	CDS	1836	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
MBBINGLK_04461	CDS	621	rhtC_2		COG1280	Threonine efflux protein
MBBINGLK_04462	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
MBBINGLK_04463	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
MBBINGLK_04464	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
MBBINGLK_04465	CDS	900	bioP		COG0697	Biotin transporter
MBBINGLK_04466	CDS	954	metR_1			HTH-type transcriptional regulator MetR
MBBINGLK_04467	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MBBINGLK_04468	CDS	246				hypothetical protein
MBBINGLK_04469	CDS	258				hypothetical protein
MBBINGLK_04470	CDS	429				hypothetical protein
MBBINGLK_04471	CDS	294	hcpA_3		COG3157	Major exported protein
MBBINGLK_04472	CDS	558	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
MBBINGLK_04473	CDS	1509	ptsG_3	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
MBBINGLK_04474	CDS	1998	tktA_2	2.2.1.1	COG0021	Transketolase 1
MBBINGLK_04475	CDS	846	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
MBBINGLK_04476	CDS	906	yahB_3			putative HTH-type transcriptional regulator YahB
MBBINGLK_04477	CDS	1224	codB_2		COG1457	Cytosine permease
MBBINGLK_04478	CDS	390	atzF	3.5.1.54		Allophanate hydrolase
MBBINGLK_04479	CDS	957	arcC1_4	2.7.2.2		Carbamate kinase 1
MBBINGLK_04480	CDS	1476				hypothetical protein
MBBINGLK_04481	CDS	1560	fdrA_3		COG0074	Protein FdrA
MBBINGLK_04482	CDS	861				hypothetical protein
MBBINGLK_04483	CDS	669	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
MBBINGLK_04484	CDS	96				hypothetical protein
MBBINGLK_04485	CDS	810	clcD	3.1.1.45		Carboxymethylenebutenolidase
MBBINGLK_04486	CDS	765	udp	2.4.2.3	COG2820	Uridine phosphorylase
MBBINGLK_04487	CDS	1491				hypothetical protein
MBBINGLK_04488	CDS	507				hypothetical protein
MBBINGLK_04489	CDS	975				hypothetical protein
MBBINGLK_04490	CDS	630	dgoA_2	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
MBBINGLK_04491	CDS	1005	dgoK1_2	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
MBBINGLK_04492	CDS	768	xynR		COG1414	HTH-type transcriptional regulator XynR
MBBINGLK_04493	CDS	1428				hypothetical protein
MBBINGLK_04494	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MBBINGLK_04495	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
MBBINGLK_04496	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
MBBINGLK_04497	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
MBBINGLK_04498	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
MBBINGLK_04499	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
MBBINGLK_04500	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
MBBINGLK_04501	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
MBBINGLK_04502	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
MBBINGLK_04503	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
MBBINGLK_04504	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
MBBINGLK_04505	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
MBBINGLK_04506	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
MBBINGLK_04507	CDS	615	yigZ		COG1739	IMPACT family member YigZ
MBBINGLK_04508	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
MBBINGLK_04509	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
MBBINGLK_04510	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MBBINGLK_04511	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MBBINGLK_04512	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
MBBINGLK_04513	tRNA	76				tRNA-Thr(tgt)
MBBINGLK_04514	tRNA	85				tRNA-Tyr(gta)
MBBINGLK_04515	tRNA	75				tRNA-Gly(tcc)
MBBINGLK_04516	tRNA	76				tRNA-Thr(ggt)
MBBINGLK_04517	CDS	1185	tufB		COG0050	Elongation factor Tu 2
MBBINGLK_04518	CDS	384	secE		COG0690	Protein translocase subunit SecE
MBBINGLK_04519	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
MBBINGLK_04520	CDS	429	rplK		COG0080	50S ribosomal protein L11
MBBINGLK_04521	CDS	705	rplA		COG0081	50S ribosomal protein L1
MBBINGLK_04522	CDS	498	rplJ		COG0244	50S ribosomal protein L10
MBBINGLK_04523	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
MBBINGLK_04524	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
MBBINGLK_04525	CDS	4224	rpoC_1	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
MBBINGLK_04526	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
MBBINGLK_04527	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
MBBINGLK_04528	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
MBBINGLK_04529	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
MBBINGLK_04530	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
MBBINGLK_04531	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
MBBINGLK_04532	CDS	477	rsd		COG3160	Regulator of sigma D
MBBINGLK_04533	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
MBBINGLK_04534	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
MBBINGLK_04535	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
MBBINGLK_04536	CDS	591			COG3068	putative protein
MBBINGLK_04537	CDS	273	hupA			DNA-binding protein HU-alpha
MBBINGLK_04538	CDS	636				hypothetical protein
MBBINGLK_04539	CDS	420	zraP		COG3678	Zinc resistance-associated protein
MBBINGLK_04540	CDS	129				hypothetical protein
MBBINGLK_04541	CDS	1377	zraS	2.7.13.3		Sensor protein ZraS
MBBINGLK_04542	CDS	1326	zraR_1		COG2204	Transcriptional regulatory protein ZraR
